"rbd","nombre","region","comuna","tipo"
"3611","ESCUELA BLANCA BUSTOS CASTILLO","Maule","PELLUHUE","Servicio Local"
"3612","ESCUELA SAN ALFONSO CANELILLO","Maule","PELLUHUE","Servicio Local"
"3614","ESCUELA JOSE RIVAS HERNANDEZ","Maule","PELLUHUE","Servicio Local"
"3615","ESCUELA ESCRITORA MARCELA PAZ","Maule","PELLUHUE","Servicio Local"
"3616","ESCUELA BENITO MANCILLA PEREZ","Maule","PELLUHUE","Servicio Local"
"3618","LICEO FEDERICO ALBERT FAUPP","Maule","CHANCO","Servicio Local"
"3619","ESCUELA LOS HEROES","Maule","CHANCO","Servicio Local"
"3621","ESCUELA SAN AMBROSIO","Maule","CHANCO","Servicio Local"
"3622","ESCUELA PAHUIL","Maule","CHANCO","Servicio Local"
"3623","ESCUELA CARRERAS CORTAS","Maule","CHANCO","Servicio Local"
"3624","ESCUELA LOS PEUMOS","Maule","CHANCO","Servicio Local"
"3625","ESCUELA GABRIELA MISTRAL","Maule","CHANCO","Servicio Local"
"3626","ESCUELA RELOCA","Maule","CHANCO","Servicio Local"
"3629","ESCUELA EL SAUCE","Maule","CHANCO","Servicio Local"
"3630","ESCUELA RICARDO SALGADO","Maule","CHANCO","Servicio Local"
"3631","ESCUELA EMA VASQUEZ GUTIERREZ","Maule","CHANCO","Servicio Local"
"3632","ESCUELA ANTONIETA LEON VERDUGO","Maule","CHANCO","Servicio Local"
"3633","ESCUELA QUINIPATO","Maule","CHANCO","Servicio Local"
"3636","ESCUELA LOANCO","Maule","CHANCO","Servicio Local"
"3638","LICEO BICENTENARIO MARTA BRUNET CÁRAVES","Ñuble","CHILLÁN","Corp. Municipal"
"3639","LICEO NARCISO TONDREAU","Ñuble","CHILLÁN","Corp. Municipal"
"3640","INSTITUTO SUPERIOR DE COMERCIO PROFESOR FERNANDO PÉREZ BECERRA","Ñuble","CHILLÁN","Adm. Delegada"
"3641","INSTITUTO INDUSTRIAL SUPERIOR DE CHILLÁN","Ñuble","CHILLÁN","Adm. Delegada"
"3642","INSTITUTO TÉCNICO MABEL CONDEMARÍN GRIMBERG","Ñuble","CHILLÁN","Adm. Delegada"
"3643","LICEO BICENTENARIO DE EXCELENCIA MARTÍN RUIZ DE GAMBOA","Ñuble","CHILLÁN","Corp. Municipal"
"3644","ESCUELA NUEVA ESPERANZA","Ñuble","CHILLÁN","Corp. Municipal"
"3645","LICEO VIDA NUEVA","Ñuble","CHILLÁN","Corp. Municipal"
"3649","ESCUELA ESPECIAL LAS ACACIAS","Ñuble","CHILLÁN","Corp. Municipal"
"3650","ESCUELA PARVULARIA FEDERICO FROEBEL","Ñuble","CHILLÁN","Corp. Municipal"
"3656","LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO","Ñuble","CHILLÁN VIEJO","Corp. Municipal"
"3657","LICEO LIBERTADOR BERNARDO O´HIGGINS RIQUELME","Ñuble","CHILLÁN","Corp. Municipal"
"3659","ESCUELA ARTURO MERINO BENITEZ","Ñuble","CHILLÁN","Corp. Municipal"
"3660","ESCUELA GABRIELA MISTRAL","Ñuble","CHILLÁN","Corp. Municipal"
"3662","LICEO REPÚBLICA DE ITALIA ARTURO BONOMETTI BROGI","Ñuble","CHILLÁN","Corp. Municipal"
"3663","ESCUELA REPUBLICA DE MEXICO","Ñuble","CHILLÁN","Corp. Municipal"
"3664","ESCUELA BASICA EL TEJAR","Ñuble","CHILLÁN","Corp. Municipal"
"3666","ESCUELA MARIA AMALIA SAAVEDRA MARTINEZ","Ñuble","CHILLÁN","Corp. Municipal"
"3667","ESCUELA BASICA LA CASTILLA","Ñuble","CHILLÁN","Corp. Municipal"
"3668","ESCUELA PALESTINA","Ñuble","CHILLÁN","Corp. Municipal"
"3669","ESCUELA BÁSICA ROSITA O´HIGGINS RIQUELME","Ñuble","CHILLÁN","Corp. Municipal"
"3670","ESCUELA BASICA REYES DE ESPANA","Ñuble","CHILLÁN","Corp. Municipal"
"3671","ESCUELA BASICA JUAN MADRID AZOLA","Ñuble","CHILLÁN","Corp. Municipal"
"3672","ESC. BASICA ARTURO MUTIZABAL SOTOMAYOR","Ñuble","CHILLÁN","Corp. Municipal"
"3673","ESCUELA BASICA QUILAMAPU","Ñuble","CHILLÁN","Corp. Municipal"
"3675","ESCUELA BASICA JOSE MARIA CARO RODRIGUEZ","Ñuble","CHILLÁN","Corp. Municipal"
"3677","ESCUELA BASICA LAS CANOAS","Ñuble","CHILLÁN","Corp. Municipal"
"3678","ESCUELA 27 DE ABRIL","Ñuble","CHILLÁN","Corp. Municipal"
"3681","ESCUELA BASICA CAPILLA COX","Ñuble","CHILLÁN","Corp. Municipal"
"3683","ESCUELA BASICA RUCAPEQUEN","Ñuble","CHILLÁN VIEJO","Corp. Municipal"
"3685","ESCUELA BASICA QUINCHAMALI","Ñuble","CHILLÁN","Corp. Municipal"
"3686","ESCUELA BASICA NEBUCO","Ñuble","CHILLÁN VIEJO","Corp. Municipal"
"3687","ESCUELA BASICA EL PEUMO","Ñuble","SAN NICOLÁS","Corp. Municipal"
"3691","ESCUELA PAUL HARRIS","Ñuble","CHILLÁN","Corp. Municipal"
"3694","ESCUELA BASICA LLOLLINCO","Ñuble","CHILLÁN VIEJO","Corp. Municipal"
"3697","ESCUELA BASICA CONFLUENCIA","Ñuble","CHILLÁN","Corp. Municipal"
"3698","ESCUELA BASICA QUILMO","Ñuble","CHILLÁN VIEJO","Corp. Municipal"
"3703","ESCUELA ANTONIO MACHADO","Ñuble","CHILLÁN","Corp. Municipal"
"3704","ESCUELA BASICA COLLIGUAY","Ñuble","CHILLÁN","Corp. Municipal"
"3707","ESCUELA LOS JARDINES DE LAUTARO","Ñuble","CHILLÁN","Corp. Municipal"
"3709","ESCUELA BASICA LOS COLIGUES","Ñuble","CHILLÁN VIEJO","Corp. Municipal"
"3710","ESCUELA BASICA PUENTE EL ALA","Ñuble","SAN NICOLÁS","Corp. Municipal"
"3711","COLEGIO DE LA PURISIMA CONCEPCION","Ñuble","CHILLÁN","Part. Subvencionado"
"3713","COLEGIO SEMINARIO PADRE ALBERTO HURTADO","Ñuble","CHILLÁN","Part. Subvencionado"
"3714","ESCUELA PARTICULAR ADVENTISTA","Ñuble","CHILLÁN","Part. Subvencionado"
"3716","COLEGIO SANTA ISABEL CHILLÁN","Ñuble","CHILLÁN","Part. Subvencionado"
"3717","ESCUELA PARTICULAR HISPANO AMERICANO","Ñuble","CHILLÁN","Part. Subvencionado"
"3718","INSTITUTO SANTA MARIA","Ñuble","CHILLÁN","Part. Subvencionado"
"3719","COLEGIO COYAM","Ñuble","CHILLÁN","Part. Subvencionado"
"3720","DEUTSCHE SCHULE CHILLAN","Ñuble","CHILLÁN","Part. Pagado"
"3723","COLEGIO DARIO SALAS","Ñuble","CHILLÁN","Part. Subvencionado"
"3724","COLEGIO SAN VICENTE DE PAUL","Ñuble","CHILLÁN","Part. Subvencionado"
"3725","ESCUELA ESPECIAL DIFERENCIAL AVANZANDO JUNTOS","Ñuble","CHILLÁN","Part. Subvencionado"
"3726","COLEGIO CRISTIANO HOREB","Ñuble","CHILLÁN VIEJO","Part. Subvencionado"
"3727","ESCUELA BASICA DIFERENCIAL EL ROBLE","Ñuble","CHILLÁN","Part. Subvencionado"
"3728","COLEGIO SAN BUENAVENTURA","Ñuble","CHILLÁN","Part. Subvencionado"
"3730","COLEGIO SAGRADO CORAZÓN DE JESÚS","Ñuble","CHILLÁN","Part. Subvencionado"
"3731","COLEGIO SAN VALENTIN","Ñuble","CHILLÁN VIEJO","Part. Subvencionado"
"3733","COLEGIO GABRIELA MISTRAL","Ñuble","CHILLÁN","Part. Subvencionado"
"3735","COLEGIO CHILLAN","Ñuble","CHILLÁN","Part. Subvencionado"
"3738","LICEO TÉCNICO PROFESIONAL SAN RAFAEL DE CHILLÁN","Ñuble","CHILLÁN","Part. Subvencionado"
"3739","LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO","Ñuble","CHILLÁN","Adm. Delegada"
"3740","ESCUELA GENERAL DOMINGO URRUTIA","Ñuble","SAN CARLOS","Servicio Local"
"3741","CENTRO EDUCACIÓN INTEGRAL ADULTOS CLAUDIO MATTE PÉREZ","Ñuble","SAN CARLOS","Servicio Local"
"3742","LICEO POLITECNICO CAP. IGNACIO CARRERA P","Ñuble","SAN CARLOS","Servicio Local"
"3743","LICEO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS","Ñuble","SAN CARLOS","Servicio Local"
"3744","ESCUELA GENERAL JOSÉ MIGUEL CARRERA VERDUGO","Ñuble","SAN CARLOS","Servicio Local"
"3745","ESCUELA GENERAL SOFANOR PARRA HERMOSILLA","Ñuble","SAN CARLOS","Servicio Local"
"3747","ESCUELA FRANCISCO MOYA CLEMENT","Ñuble","SAN CARLOS","Servicio Local"
"3748","ESCUELA ESPECIAL RENACER","Ñuble","SAN CARLOS","Servicio Local"
"3749","ESCUELA JOAQUIN DEL PINO ROZAS Y NEGRETE","Ñuble","SAN CARLOS","Servicio Local"
"3754","ESCUELA BULI","Ñuble","SAN CARLOS","Servicio Local"
"3755","ESCUELA NINQUIHUE","Ñuble","SAN CARLOS","Servicio Local"
"3757","ESCUELA AGUA BUENA","Ñuble","SAN CARLOS","Servicio Local"
"3758","ESCUELA EL CARBON","Ñuble","SAN CARLOS","Servicio Local"
"3759","ESCUELA CACHAPOAL","Ñuble","SAN CARLOS","Servicio Local"
"3760","ESCUELA RIBERA DE NUBLE","Ñuble","SAN CARLOS","Servicio Local"
"3762","ESCUELA MONTE BLANCO","Ñuble","SAN CARLOS","Servicio Local"
"3766","ESCUELA QUINQUEHUA","Ñuble","SAN CARLOS","Servicio Local"
"3768","ESCUELA LAS ARBOLEDAS","Ñuble","SAN CARLOS","Servicio Local"
"3776","ESCUELA QUILELTO","Ñuble","SAN CARLOS","Servicio Local"
"3781","ESCUELA MILLAUQUEN","Ñuble","SAN CARLOS","Servicio Local"
"3782","ESCUELA MANUEL ANTONIO CASTILLO VELASCO","Ñuble","SAN CARLOS","Servicio Local"
"3783","ESCUELAS LAS JUNTAS","Ñuble","SAN CARLOS","Servicio Local"
"3784","ESCUELA JUNQUILLO","Ñuble","SAN CARLOS","Servicio Local"
"3785","ESCUELA TRES ESQUINAS","Ñuble","SAN CARLOS","Servicio Local"
"3786","ESCUELA EL SAUCE","Ñuble","SAN CARLOS","Servicio Local"
"3791","ESCUELA EL TORREON","Ñuble","SAN CARLOS","Servicio Local"
"3795","INSTITUTO SANTA MARIA DE SAN CARLOS","Ñuble","SAN CARLOS","Part. Subvencionado"
"3796","LICEO BICENTENARIO POLIVALENTE NUESTRA SEÑORA DE LA MERCED","Ñuble","SAN CARLOS","Part. Subvencionado"
"3797","COLEGIO SAGRADO CORAZON DE JESUS","Ñuble","SAN CARLOS","Part. Subvencionado"
"3798","ESCUELA SAN JORGE DE NIQUEN","Ñuble","ÑIQUÉN","Servicio Local"
"3799","ESCUELA CHACAY","Ñuble","ÑIQUÉN","Servicio Local"
"3800","LICEO TIUQUILEMU","Ñuble","ÑIQUÉN","Servicio Local"
"3801","ESCUELA NIQUEN","Ñuble","ÑIQUÉN","Servicio Local"
"3802","LICEO SAN GREGORIO","Ñuble","ÑIQUÉN","Servicio Local"
"3804","ESCUELA ZEMITA","Ñuble","ÑIQUÉN","Servicio Local"
"3807","ESCUELA BELEN","Ñuble","ÑIQUÉN","Servicio Local"
"3808","ESCUELA LA GLORIA","Ñuble","ÑIQUÉN","Servicio Local"
